Region,Division,District,School_ID,NSBI SCHOOL ID,School_Name,Street_Address,Province,Municipality,Legislative_District,Barangay,Sector,School_Type,Classification_Offering,Longitude,Latitude,Connectivity Status,Connection Type,With Internet,Mobile Data,No Internet,DICT Free WiFi
Region V,Camarines Sur,Del Gallego,112583,112583,Sabang ES,"Purok 1, Sabang, Del Gallego, Camarines Sur",CAMARINES SUR,DEL GALLEGO,1st District,SABANG,Public,School with no Annexes,Purely ES,122.5894128,13.8972521,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Del Gallego,112584,112584,San Juan ES,none,CAMARINES SUR,DEL GALLEGO,1st District,COMADAYCADAY,Public,School with no Annexes,Purely ES,122.6139664,13.9075148,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Del Gallego,112585,112585,San Pablo Comm Sch,0,CAMARINES SUR,DEL GALLEGO,1st District,SAN PABLO,Public,School with no Annexes,Purely ES,122.669069,13.9338554,offline,,0,0,1,
Region V,Camarines Sur,Del Gallego,112586,112586,Sinuknipan Elementary School,-Sinuknipan I,CAMARINES SUR,DEL GALLEGO,1st District,SINUKNIPAN I,Public,School with no Annexes,Purely ES,122.6431757,13.9036693,offline,,0,0,1,
Region V,Camarines Sur,Del Gallego,112587,112587,Sta. Rita ES,"Purok I, Sta. Rita I, Del Gallego, Cam.Sur",CAMARINES SUR,DEL GALLEGO,1st District,SANTA RITA I,Public,School with no Annexes,Purely ES,122.6410775,13.95692872,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Del Gallego,112588,112588,Tabion Munti ES,not applicable,CAMARINES SUR,DEL GALLEGO,1st District,TABION,Public,School with no Annexes,Purely ES,122.66501,13.9481731,offline,,0,0,1,
Region V,Camarines Sur,Del Gallego,173504,173504,Salvacion ES,Tagumpay,CAMARINES SUR,DEL GALLEGO,1st District,SALVACION,Public,School with no Annexes,Purely ES,122.6474298,13.8889613,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Del Gallego,301966,301966,Del Gallego National High School,-Maligaya St.,CAMARINES SUR,DEL GALLEGO,1st District,POBLACION ZONE III,Public,School with no Annexes,JHS with SHS,122.5980598,13.9226405,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Del Gallego,301996,301996,Mansalaya National High School,Purok 3,CAMARINES SUR,DEL GALLEGO,1st District,MANSALAYA,Public,School with no Annexes,JHS with SHS,122.638217,13.9605317,offline,,0,0,1,
Region V,Camarines Sur,Del Gallego,302046,302046,Sinuknipan National High School,-sinuknipan,CAMARINES SUR,DEL GALLEGO,1st District,SINUKNIPAN I,Public,School with no Annexes,JHS with SHS,122.64212,13.91052,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,112589,112589,Ason ES,Yakal Street,CAMARINES SUR,GARCHITORENA,4th District,ASON (ANSON),Public,School with no Annexes,Purely ES,123.63912,13.88077,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,112590,112590,Bahi ES,Zone 1,CAMARINES SUR,GARCHITORENA,4th District,BAHI,Public,School with no Annexes,Purely ES,123.62723,13.88768,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,112591,112591,Binagasbasan ES,none,CAMARINES SUR,GARCHITORENA,4th District,BINAGASBASAN,Public,School with no Annexes,Purely ES,123.5690001,13.949296,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,112592,112592,Burabod Elementary School,"-Esplana Street,Burabod",CAMARINES SUR,GARCHITORENA,4th District,BURABOD,Public,School with no Annexes,Purely ES,123.6597108,13.9354047,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112593,112593,Cagamutan PS,n/a,CAMARINES SUR,GARCHITORENA,4th District,CAGAMUTAN,Public,School with no Annexes,Purely ES,123.654638,13.9391781,limited,,0,1,0,
Region V,Camarines Sur,Garchitorena,112594,112594,Cagnipa ES,San Miguel Street Cagnipa,CAMARINES SUR,GARCHITORENA,4th District,CAGNIPA,Public,School with no Annexes,Purely ES,123.6660275,13.9578245,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112595,112595,Canlong ES,Zone 1,CAMARINES SUR,GARCHITORENA,4th District,CANLONG,Public,School with no Annexes,Purely ES,123.7354976,13.8916694,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112596,112596,Culapnit ES,Sitio Culapnit,CAMARINES SUR,GARCHITORENA,4th District,HARRISON,Public,School with no Annexes,Purely ES,123.7271821,13.9220131,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112597,112597,Dangla ES,-,CAMARINES SUR,GARCHITORENA,4th District,DANGLA,Public,School with no Annexes,Purely ES,123.7442551,13.857646,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,112598,112598,Del Pilar ES,Narvaez Street,CAMARINES SUR,GARCHITORENA,4th District,DEL PILAR,Public,School with no Annexes,Purely ES,123.6701522,13.8821658,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Garchitorena,112599,112599,Denrica ES,"Denrica, Garchitorena Camarines Sur",CAMARINES SUR,GARCHITORENA,4th District,DENRICA,Public,School with no Annexes,Purely ES,123.48439,13.94139,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112600,112600,Garchitorena Central School,Real St.,CAMARINES SUR,GARCHITORENA,4th District,BARANGAY I (POB.),Public,School with no Annexes,Purely ES,123.6935036,13.8811003,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112602,112602,Magsaysay ES,zone 4,CAMARINES SUR,GARCHITORENA,4th District,SALVACION,Public,School with no Annexes,Purely ES,123.65677,13.8614,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Garchitorena,112603,112603,Mansangat ES,San Isidro St,CAMARINES SUR,GARCHITORENA,4th District,MANSANGAT,Public,School with no Annexes,Purely ES,123.6478,13.95709,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,112604,112604,Pambuhan Elementary School,"-PAMBUHAN,GARCHITORENA,CAMARINES SUR",CAMARINES SUR,GARCHITORENA,4th District,PAMBUHAN,Public,School with no Annexes,Purely ES,122.5740811,15.4233687,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112605,112605,Sagrada ES,n/a,CAMARINES SUR,GARCHITORENA,4th District,SAGRADA,Public,School with no Annexes,Purely ES,123.5903803,13.889953,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Garchitorena,112606,112606,San Antonio Elementary School,Sitio Camansi,CAMARINES SUR,GARCHITORENA,4th District,TOYTOY,Public,School with no Annexes,Purely ES,123.7273677,13.8583178,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,112607,112607,San Vicente ES,none,CAMARINES SUR,GARCHITORENA,4th District,SAN VICENTE,Public,School with no Annexes,Purely ES,123.6876,13.8426,offline,,0,0,1,1
Region V,Camarines Sur,Garchitorena,112609,112609,Tamiawon ES,"Tamiawon, Garchitorena, Cam. Sur",CAMARINES SUR,GARCHITORENA,4th District,TAMIAWON,Public,School with no Annexes,Purely ES,123.6294323,13.9536465,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,112611,112611,Tinawagan PS,Tinawagan,CAMARINES SUR,GARCHITORENA,4th District,HARRISON,Public,School with no Annexes,Purely ES,123.7164679,13.9264916,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,301937,301937,Bahi National High School,"Bahi, Garchitorena, Camarines Sur",CAMARINES SUR,GARCHITORENA,4th District,BAHI,Public,School with no Annexes,JHS with SHS,123.629923,13.885146,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Garchitorena,301944,301944,Binagasbasan National High School,"Zone 2, San Roque",CAMARINES SUR,GARCHITORENA,4th District,BINAGASBASAN,Public,School with no Annexes,JHS with SHS,123.59,13.92,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,301945,301945,Denrica NHS,-Zone 1,CAMARINES SUR,GARCHITORENA,4th District,DENRICA,Public,School with no Annexes,JHS with SHS,123.4837787,13.9415102,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,301949,301949,Burabod National High school,"Burabod, Garchitorena, Cam. Sur",CAMARINES SUR,GARCHITORENA,4th District,BURABOD,Public,School with no Annexes,JHS with SHS,123.6612647,13.9355389,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,302011,302011,Pambuhan National High School,-,CAMARINES SUR,GARCHITORENA,4th District,PAMBUHAN,Public,School with no Annexes,JHS with SHS,123.7034465,13.88568248,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Garchitorena,500468,500468,Harrison Integrated School,n/a,CAMARINES SUR,GARCHITORENA,4th District,HARRISON,Public,School with no Annexes,All Offering,123.7327624,13.90937,limited,,0,1,0,
Region V,Camarines Sur,Garchitorena,500469,500469,Toytoy Integrated School,Zone 2,CAMARINES SUR,GARCHITORENA,4th District,TOYTOY,Public,School with no Annexes,All Offering,123.7006671,13.8463234,offline,,0,0,1,
Region V,Camarines Sur,Garchitorena,500917,500917,Sumaoy Integrated School,not Aplicable,CAMARINES SUR,GARCHITORENA,4th District,SUMAOY,Public,School with no Annexes,All Offering,123.5726894,13.9792696,offline,,0,0,1,
Region V,Camarines Sur,Goa,112613,112613,Abucayan Elementary School,none,CAMARINES SUR,GOA,4th District,ABUCAYAN,Public,School with no Annexes,Purely ES,123.459255,13.698947,online,Connected via Wired,1,0,0,1
Region V,Camarines Sur,Goa,112614,112614,Aroro ES,San Pedro,CAMARINES SUR,GOA,4th District,SAN PEDRO (ARORO),Public,School with no Annexes,Purely ES,123.4405603,13.6770124,unknown,,,,,
Region V,Camarines Sur,Goa,112615,112615,Balaynan Elementary School,Not Applicable,CAMARINES SUR,GOA,4th District,BALAYNAN,Public,School with no Annexes,Purely ES,123.4118341,13.7353379,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112616,112616,Buyo Impact ES,Magsaysay St.,CAMARINES SUR,GOA,4th District,BUYO,Public,School with no Annexes,Purely ES,123.4746905,13.6792413,online,Connected via Wired,1,0,0,1
Region V,Camarines Sur,Goa,112617,112617,Cagaycay ES,none,CAMARINES SUR,GOA,4th District,CAGAYCAY,Public,School with no Annexes,Purely ES,123.4603113,13.7252283,offline,,0,0,1,1
Region V,Camarines Sur,Goa,112618,112618,Catagbacan ES,CATAGBACAN,CAMARINES SUR,GOA,4th District,CATAGBACAN,Public,School with no Annexes,Purely ES,123.5008444,13.6727951,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112619,112619,Digdigon ES,-Digdigon,CAMARINES SUR,GOA,4th District,DIGDIGON,Public,School with no Annexes,Purely ES,123.4298129,13.71572731,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112620,112620,Gimaga ES,"GIMAGA GOA, CAMARINES SUR",CAMARINES SUR,GOA,4th District,GIMAGA,Public,School with no Annexes,Purely ES,123.4765066,13.7040767,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Goa,112621,112621,Goa Central School,San Juan Bautista Street,CAMARINES SUR,GOA,4th District,SAN JUAN BAUTISTA (POB.),Public,School with no Annexes,Purely ES,123.4871208,13.69597244,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112622,112622,Halawig-Gogon Elementary School,Halawig-gogon,CAMARINES SUR,GOA,4th District,HALAWIG-GOGON,Public,School with no Annexes,Purely ES,123.48279,13.71099,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112623,112623,Hiwacloy CS,Hiwacloy,CAMARINES SUR,GOA,4th District,HIWACLOY,Public,School with no Annexes,Purely ES,123.4330507,13.7074543,online,Connected via Wired,1,0,0,1
Region V,Camarines Sur,Goa,112624,112624,Laki-Laki Elementary School,"Zone 3, Scout fuentebella",CAMARINES SUR,GOA,4th District,SCOUT FUENTEBELLA,Public,School with no Annexes,Purely ES,123.406729,13.828886,offline,,0,0,1,
Region V,Camarines Sur,Goa,112625,112625,Lamon Elementary School,"Lamon, Goa, Cam. Sur",CAMARINES SUR,GOA,4th District,LAMON,Public,School with no Annexes,Purely ES,123.4205137,13.7955671,offline,,0,0,1,
Region V,Camarines Sur,Goa,112626,112626,Matacla Elementary School,Zone 3,CAMARINES SUR,GOA,4th District,MATACLA,Public,School with no Annexes,Purely ES,123.4957195,13.68789495,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112627,112627,Maymatan CS,none,CAMARINES SUR,GOA,4th District,MAYMATAN,Public,School with no Annexes,Purely ES,123.4692576,13.7138147,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112628,112628,Maysalay ES,Centro,CAMARINES SUR,GOA,4th District,MAYSALAY,Public,School with no Annexes,Purely ES,123.400894,13.7937061,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112629,112629,Napawon ES,zone 4,CAMARINES SUR,GOA,4th District,NAPAWON (NAPUNUON),Public,School with no Annexes,Purely ES,123.481116,13.725954,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112630,112630,Payatan ES,"Payatan, Goa, Camarines Sur",CAMARINES SUR,GOA,4th District,PAYATAN,Public,School with no Annexes,Purely ES,123.3920556,13.72796647,offline,,0,0,1,
Region V,Camarines Sur,Goa,112631,112631,Pinaglabanan ES,none,CAMARINES SUR,GOA,4th District,PINAGLABANAN,Public,School with no Annexes,Purely ES,123.445162,13.7058035,online,Connected via Wired,1,0,0,1
Region V,Camarines Sur,Goa,112632,112632,Salog ES,-San Antonio,CAMARINES SUR,GOA,4th District,SALOG,Public,School with no Annexes,Purely ES,123.4748909,13.73601009,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112633,112633,San Isidro ES,n/a,CAMARINES SUR,GOA,4th District,SAN ISIDRO WEST,Public,School with no Annexes,Purely ES,123.4303,13.73852,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Goa,112634,112634,Tabgon ES,centro,CAMARINES SUR,GOA,4th District,TABGON,Public,School with no Annexes,Purely ES,123.4057103,13.7657036,offline,,0,0,1,
Region V,Camarines Sur,Goa,112635,112635,Tagongtong ES,Tagongtong,CAMARINES SUR,GOA,4th District,TAGONGTONG,Public,School with no Annexes,Purely ES,123.475097,13.694805,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,112636,112636,Tamban Elementary School,none,CAMARINES SUR,GOA,4th District,TAMBAN (MABINI),Public,School with no Annexes,Purely ES,123.4156257,13.8632357,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Goa,112637,112637,Taytay Elementary School,ZONE 5,CAMARINES SUR,GOA,4th District,TAYTAY (HALGON EAST),Public,School with no Annexes,Purely ES,123.499203,13.711888,offline,,0,0,1,
Region V,Camarines Sur,Goa,300496,300496,New Partido High School,"Zone 5, Catagbacan, Goa",CAMARINES SUR,GOA,4th District,CATAGBACAN,Public,School with no Annexes,JHS with SHS,123.5006247,13.6765643,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,301975,301975,Goa National High School,"Taytay, Goa, camarines sur",CAMARINES SUR,GOA,4th District,TAYTAY (HALGON EAST),Public,School with no Annexes,JHS with SHS,123.4905737,13.7070497,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,301976,301976,Pinaglabanan National High School,National Road,CAMARINES SUR,GOA,4th District,PINAGLABANAN,Public,School with no Annexes,JHS with SHS,123.4467548,13.7061668,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,302054,302054,Tabgon High School,"Tabgon, Goa, Camarines Sur",CAMARINES SUR,GOA,4th District,TABGON,Public,School with no Annexes,JHS with SHS,123.4013206,13.7759421,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Goa,305545,305545,Goa Science High School,Tagongtong,CAMARINES SUR,GOA,4th District,TAGONGTONG,Public,School with no Annexes,JHS with SHS,123.46962,13.69107,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,305777,305777,Philippine Science High School-Bicol Region Campus,Tagongtong,CAMARINES SUR,GOA,4th District,TAGONGTONG,Public,Mother school,Purely JHS,123.47382,13.68353,online,,1,0,0,
Region V,Camarines Sur,Goa,306052,306052,LAMON NATIONAL HIGH SCHOOL,"Zone 3,Dalingding, Lamon Goa Camarines Sur",CAMARINES SUR,GOA,4th District,LAMON,Public,School with no Annexes,Purely JHS,119.2988153,14.9872395,offline,,0,0,1,
Region V,Camarines Sur,Goa,309738,309738,Payatan National High School,payatan,CAMARINES SUR,GOA,4th District,PAYATAN,Public,School with no Annexes,JHS with SHS,123.3906239,13.7277832,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Goa,309740,309740,Visita De Salog High School,-,CAMARINES SUR,GOA,4th District,SALOG,Public,School with no Annexes,JHS with SHS,123.4748774,13.7346744,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Goa,309741,309741,Juan L. Filipino Memorial High School,"San Isidro Street, Buy,o Goa Camarines Sur",CAMARINES SUR,GOA,4th District,BUYO,Public,School with no Annexes,JHS with SHS,123.4751314,13.6801064,online,Connected via Wired,1,0,0,1
Region V,Camarines Sur,Goa,501283,501283,Lip-ac Integrated School (Sitio Catagbacan),"Lip-ac, Catagbacan",CAMARINES SUR,GOA,4th District,CATAGBACAN,Public,School with no Annexes,ES and JHS,123.4615756,13.6579347,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Lagonoy North,112638,112638,Bocogan ES,Rizal Street,CAMARINES SUR,LAGONOY,4th District,BOCOGAN,Public,School with no Annexes,Purely ES,123.425877,13.900828,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112639,112639,Del Carmen ES,"San Vicente, Lagonoy, Camarines Sur",CAMARINES SUR,LAGONOY,4th District,DEL CARMEN,Public,School with no Annexes,Purely ES,123.4198554,13.8738354,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112640,112640,Guibahoy ES,Zone 4,CAMARINES SUR,LAGONOY,4th District,GUIBAHOY,Public,School with no Annexes,Purely ES,123.5161892,13.9055034,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112641,112641,Himanag Elementary School,"Zone 1, Himanag",CAMARINES SUR,LAGONOY,4th District,HIMANAG,Public,School with no Annexes,Purely ES,123.5732141,13.8866993,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112642,112642,Lagonoy North CS,zone 7,CAMARINES SUR,LAGONOY,4th District,BALATON,Public,School with no Annexes,Purely ES,123.1640395,13.7527247,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112643,112643,Mangogon ES,Zone 1,CAMARINES SUR,LAGONOY,4th District,MANGOGON,Public,School with no Annexes,Purely ES,123.5715447,13.9170382,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112644,112644,Mapid ES,MAPID,CAMARINES SUR,LAGONOY,4th District,MAPID,Public,School with no Annexes,Purely ES,123.450118,13.960702,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112645,112645,Olas ES,Not Applicable,CAMARINES SUR,LAGONOY,4th District,OLAS,Public,School with no Annexes,Purely ES,123.4486988,13.9180721,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112646,112646,Paghaluban Community School,zone 7 Sitio Paghaluban,CAMARINES SUR,LAGONOY,4th District,SIPACO,Public,School with no Annexes,Purely ES,122.6513672,13.0944168,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112647,112647,Pagsimbugan Elementary School,"Zone 1, Pagsimbugan",CAMARINES SUR,LAGONOY,4th District,MAPID,Public,School with no Annexes,Purely ES,123.5098694,13.8732465,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112648,112648,San Isidro ES,Cledera St.,CAMARINES SUR,LAGONOY,4th District,SAN ISIDRO,Public,School with no Annexes,Purely ES,123.517264,13.916942,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Lagonoy North,112649,112649,Sipaco ES,None,CAMARINES SUR,LAGONOY,4th District,SIPACO,Public,School with no Annexes,Purely ES,123.55599,13.88727,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,112650,112650,Sta. Cruz ES,zone 2,CAMARINES SUR,LAGONOY,4th District,SANTA CRUZ (POB.),Public,School with no Annexes,Purely ES,123.4927908,13.9208462,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy North,301939,301939,Balaton National High School,"Balaton, Lagonoy, Camarines Sur",CAMARINES SUR,LAGONOY,4th District,BALATON,Public,Mother school,JHS with SHS,123.5445294,13.9296624,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy North,301940,301940,Himanag  National High School,Zone 6,CAMARINES SUR,LAGONOY,4th District,HIMANAG,Public,School with no Annexes,JHS with SHS,123.57495,13.88563,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy South,112651,112651,Agosais Elementary School,Agosais,CAMARINES SUR,LAGONOY,4th District,AGOSAIS,Public,School with no Annexes,Purely ES,123.518336,13.772998,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Lagonoy South,112652,112652,Amoguis Elementary School,Amoguis,CAMARINES SUR,LAGONOY,4th District,AMOGUIS,Public,School with no Annexes,Purely ES,123.497985,13.7177171,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112653,112653,Binanuahan ES,"Zone 2 Binanuahan, Lagonoy, Cam. Sur",CAMARINES SUR,LAGONOY,4th District,BINANUAHAN,Public,School with no Annexes,Purely ES,123.5348336,13.7378592,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112654,112654,Bolo ES.,Genorangan,CAMARINES SUR,LAGONOY,4th District,GINORANGAN (GENORANGAN),Public,School with no Annexes,Purely ES,123.5544959,13.7873024,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112655,112655,Burabod ES,E. Barcillano St.,CAMARINES SUR,LAGONOY,4th District,BURABOD,Public,School with no Annexes,Purely ES,123.5507293,13.728124,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy South,112656,112656,Cabotonan ES,none,CAMARINES SUR,LAGONOY,4th District,CABOTONAN,Public,School with no Annexes,Purely ES,123.6195849,13.72435486,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Lagonoy South,112657,112657,Dahat Elementary School,"Zone 3, Dahat, Lagonoy, Camarines Sur",CAMARINES SUR,LAGONOY,4th District,DAHAT,Public,School with no Annexes,Purely ES,123.5069329,13.7358521,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112658,112658,Gubat Elementary School,n/a,CAMARINES SUR,LAGONOY,4th District,GUBAT,Public,School with no Annexes,Purely ES,123.4946514,13.7469755,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112659,112659,Himagtocon ES,none,CAMARINES SUR,LAGONOY,4th District,GIMAGTOCON,Public,School with no Annexes,Purely ES,123.5176,13.73397,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112660,112660,Lagonoy South Central School,Nicolas Rivero St.,CAMARINES SUR,LAGONOY,4th District,SAN ISIDRO NORTE (POB.),Public,School with no Annexes,Purely ES,123.5197324,13.7357034,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112661,112661,Loho ES,Odiamar Street,CAMARINES SUR,LAGONOY,4th District,LOHO,Public,School with no Annexes,Purely ES,123.5425165,13.7307701,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112662,112662,Manamoc ES,none,CAMARINES SUR,LAGONOY,4th District,MANAMOC,Public,School with no Annexes,Purely ES,123.575233,13.731878,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112663,112663,Panagan ES,none,CAMARINES SUR,LAGONOY,4th District,PANAGAN,Public,School with no Annexes,Purely ES,123.5971994,13.7370953,online,Connected via P2P,1,0,0,1
Region V,Camarines Sur,Lagonoy South,112664,112664,Panicuan Elementary School,none,CAMARINES SUR,LAGONOY,4th District,PANICUAN,Public,School with no Annexes,Purely ES,123.6275804,13.7218439,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy South,112665,112665,Pinamihagan ES,none,CAMARINES SUR,LAGONOY,4th District,PINAMIHAGAN,Public,School with no Annexes,Purely ES,123.516555,13.735322,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy South,112666,112666,San Rafael-Agpo ES,Nicolas Rivero St,CAMARINES SUR,LAGONOY,4th District,SAN RAFAEL,Public,School with no Annexes,Purely ES,123.5187216,13.7273788,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112667,112667,San Ramon ES,none,CAMARINES SUR,LAGONOY,4th District,SAN RAMON,Public,School with no Annexes,Purely ES,123.5401904,13.72332661,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,112668,112668,San Roque ES,San Roque,CAMARINES SUR,LAGONOY,4th District,SAN ROQUE,Public,School with no Annexes,Purely ES,123.4950545,13.7300188,online,Connected via Wired,1,0,0,1
Region V,Camarines Sur,Lagonoy South,112669,112669,San Sebastian ES,ZONE 3,CAMARINES SUR,LAGONOY,4th District,SAN SEBASTIAN,Public,School with no Annexes,Purely ES,123.5923344,13.7292757,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,173516,173516,Kinahulogan Elementary School,none,CAMARINES SUR,LAGONOY,4th District,KINAHOLOGAN,Public,School with no Annexes,Purely ES,123.6081847,13.7262949,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,301963,301963,Dahat National Vocational High School,Zone 2,CAMARINES SUR,LAGONOY,4th District,DAHAT,Public,School with no Annexes,JHS with SHS,123.5082235,13.73371842,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,302039,302039,San Ramon National High School - Lagonoy,-Zone 2,CAMARINES SUR,LAGONOY,4th District,SAN RAMON,Public,School with no Annexes,JHS with SHS,123.5382,13.727,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Lagonoy South,302040,302040,Panagan High School,Panagan,CAMARINES SUR,LAGONOY,4th District,PANAGAN,Public,School with no Annexes,JHS with SHS,123.6022584,13.73020829,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Lagonoy South,305851,305851,San Sebastian Fisheries High School,San Sebastian,CAMARINES SUR,LAGONOY,4th District,SAN SEBASTIAN,Public,School with no Annexes,Purely JHS,123.1386823,13.5870586,offline,,0,0,1,
Region V,Camarines Sur,Lagonoy South,309768,309768,Cabotonan High School,"OMALO, LAGONOY",CAMARINES SUR,LAGONOY,4th District,OMALO,Public,School with no Annexes,JHS with SHS,123.6164655,13.7258135,online,Connected via P2P,1,0,0,
Region V,Camarines Sur,Libmanan North,112670,112670,Awayan ES,-zone 4,CAMARINES SUR,LIBMANAN,2nd District,AWAYAN,Public,School with no Annexes,Purely ES,122.999083,13.743856,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Libmanan North,112671,112671,Bagadion ES,Zone 1,CAMARINES SUR,LIBMANAN,2nd District,BAGADION,Public,School with no Annexes,Purely ES,123.0509977,13.63836735,online,Connected via Wired,1,0,0,1
Region V,Camarines Sur,Libmanan North,112672,112672,Bahay ES,-Zone 2,CAMARINES SUR,LIBMANAN,2nd District,BAHAY,Public,School with no Annexes,Purely ES,123.0316637,13.6679956,offline,,0,0,1,
Region V,Camarines Sur,Libmanan North,112673,112673,Bigajo Sur Primary School,Zone 3  Bigajo Sur Libmanan Cam. Sur,CAMARINES SUR,LIBMANAN,2nd District,BEGAJO SUR,Public,School with no Annexes,Purely ES,123.0673904,13.6956718,online,Connected via Wired,1,0,0,
Region V,Camarines Sur,Libmanan North,112674,112674,Camambugan ES,Camambugan Libmanan Camarines Sur,CAMARINES SUR,LIBMANAN,2nd District,CAMAMBUGAN,Public,School with no Annexes,Purely ES,123.03497,13.71939,online,Connected via Wired,1,0,0,
