Region,Division,District,School_ID,NSBI SCHOOL ID,School_Name,Street_Address,Province,Municipality,Legislative_District,Barangay,Sector,School_Type,Classification_Offering,Longitude,Latitude,Connectivity Status,Connection Type,With Internet,Mobile Data,No Internet,DICT Free WiFi
MIMAROPA,Romblon,San Agustin-Calatrava,111395,111395,Buli ES,Buli,ROMBLON,SAN AGUSTIN,Lone District,BULI,Public,School with no Annexes,Purely ES,122.1099999,12.4862332,online,Connected via Wired,1,0,0,1
MIMAROPA,Romblon,San Agustin-Calatrava,111396,111396,Cabolutan ES,"Cabolutan, SAn Agustin, ROmblon",ROMBLON,SAN AGUSTIN,Lone District,CABOLUTAN,Public,School with no Annexes,Purely ES,122.1265704,12.6015045,online,Connected via Wired,1,0,0,
MIMAROPA,Romblon,San Agustin-Calatrava,111397,111397,Calatrava Elementary School,L. Falcutila,ROMBLON,CALATRAVA,Lone District,POBLACION,Public,School with no Annexes,Purely ES,122.06998,12.61907,online,Connected via Wired,1,0,0,
MIMAROPA,Romblon,San Agustin-Calatrava,111398,111398,Camantaya ES,Camantaya,ROMBLON,SAN AGUSTIN,Lone District,CAMANTAYA,Public,School with no Annexes,Purely ES,122.108583,12.475539,online,Connected via P2P,1,0,0,
MIMAROPA,Romblon,San Agustin-Calatrava,111399,111399,Carmen ES,Carmen,ROMBLON,SAN AGUSTIN,Lone District,CARMEN,Public,School with no Annexes,Purely ES,122.1214624,12.6180702,online,Connected via P2P,1,0,0,
MIMAROPA,Romblon,San Agustin-Calatrava,111400,111400,Cawayan ES,Cawayan,ROMBLON,SAN AGUSTIN,Lone District,CAWAYAN,Public,School with no Annexes,Purely ES,122.154668,12.6502168,online,Connected via P2P,1,0,0,
MIMAROPA,Romblon,San Agustin-Calatrava,111401,111401,Concepcion Norte ES,"CONCEPCION NORTE, Sta. Maria, Romblon",ROMBLON,SANTA MARIA (IMELDA),Lone District,CONCEPCION NORTE (POB.),Public,School with no Annexes,Purely ES,122.0950609,12.3957022,limited,,0,1,0,
MIMAROPA,Romblon,San Agustin-Calatrava,111402,111402,Concepcion Sur ES,Concepcion Sur,ROMBLON,SANTA MARIA (IMELDA),Lone District,CONCEPCION SUR,Public,School with no Annexes,Purely ES,122.0881216,12.3769237,online,Connected via Wired,1,0,0,1
MIMAROPA,Romblon,San Agustin-Calatrava,111403,111403,Doña Juana ES,Dona Juana,ROMBLON,SAN AGUSTIN,Lone District,DOÃ‘A JUANA,Public,School with no Annexes,Purely ES,122.1331983,12.54971951,online,Connected via P2P,1,0,0,
MIMAROPA,Romblon,San Agustin-Calatrava,111404,111404,Fetalvero-Mingoa MS,Pangulo,ROMBLON,CALATRAVA,Lone District,PANGULO,Public,School with no Annexes,Purely ES,122.0789071,12.6152264,online,Connected via Wired,1,0,0,
